일자,기온(°C),풍속(km/h),체감온도(°C)
1996-02-29,-0.2,6.1,-2.3
1996-03-01,-2,16.2,-7.1
1996-03-02,-2.2,4.7,-3.9
1996-03-03,-2,4.3,-3.5
1996-03-04,-0.1,6.1,-2.2
1996-03-05,-0.7,6.1,-2.9
1996-03-06,-0.6,5.4,-2.5
1996-03-07,2.3,25.2,-3
1996-03-08,1.1,14.4,-3
1996-03-09,1.7,15.1,-2.3
1996-03-10,-1,6.1,-3.2
1996-03-11,-0.7,17.3,-5.7
1996-03-12,-2.5,9.7,-6.2
1996-03-13,-1.6,7.2,-4.3
1996-03-14,5.9,11.9,3.4
1996-03-15,7.3,8.3,5.8
1996-03-16,4.2,15.5,0.7
1996-03-17,1.3,19.1,-3.5
1996-03-18,-0.8,10.1,-4.3
1996-03-19,-0.3,13.7,-4.5
1996-03-20,-1.7,4.3,-3.1
1996-03-21,3.9,8.3,1.8
1996-03-22,3.6,6.1,2.1
1996-03-23,3.7,11.9,0.7
1996-03-24,1.4,8.3,-1.2
1996-03-25,0.7,9.7,-2.4
1996-03-26,1.7,7.2,-0.5
1996-03-27,5.3,5.4,4.3
1996-03-28,2.9,2.9,2.8
1996-03-29,6.8,4.3,6.4
1996-03-30,5.9,17.3,2.5
1996-03-31,3.7,11.9,0.7
1996-04-01,2,15.1,-2
1996-04-02,0.5,16.2,-4
1996-04-03,0.3,13.7,-3.8
1996-04-04,1,6.1,-0.9
1996-04-05,4.3,10.1,1.8
1996-04-06,6.3,7.9,4.7
1996-04-07,6.2,9.7,4.2
1996-04-08,4.4,7.2,2.7
1996-04-09,5.4,6.5,4
1996-04-10,5.4,13.7,2.4
1996-04-11,1.8,10.8,-1.4
1996-04-12,2,7.9,-0.4
1996-04-13,2.1,6.1,0.4
1996-04-14,5.6,7.2,4.1
1996-04-15,4.8,5.4,3.7
1996-04-16,6.3,10.1,4.2
1996-04-17,6.2,11.9,3.7
1996-04-18,4.9,7.2,3.2
1996-04-19,3.8,6.1,2.3
1996-04-20,6.1,6.1,5
1996-04-21,6.1,7.9,4.5
1996-04-22,5.9,4.3,5.4
1996-04-23,8.1,4.7,7.7
1996-04-24,8,3.6,8
1996-04-25,,,
1996-04-26,,,
1996-04-27,,,
1996-04-28,,,
1996-04-29,,,
1996-04-30,,,
1996-05-01,16.4,73,18.3
1996-05-02,21.4,17,18.6
1996-05-03,24.8,14,21.1
1996-05-04,18.3,41,18
1996-05-05,19.9,17,17.3
1996-05-06,21.4,22,19.1
1996-05-07,23.2,33,21.9
1996-05-08,18.5,39,18.1
1996-05-09,18.7,38,18.2
1996-05-10,21.4,32,20.2
1996-05-11,18.8,41,18.5
1996-05-12,20.2,37,19.5
1996-05-13,20.9,38,20.2
1996-05-14,21.8,43,21.5
1996-05-15,26.8,24,24.2
1996-05-16,28,28,25.8
1996-05-17,29.1,23,26.2
1996-05-18,28.2,27,25.9
1996-05-19,23.2,38,22.4
1996-05-20,19.4,75,21.4
1996-05-21,20.7,29,19.3
1996-05-22,24.1,37,23.2
1996-05-23,26.2,37,25.1
1996-05-24,26.9,28,24.8
1996-05-25,26.5,32,24.9
1996-05-26,27.2,35,25.8
1996-05-27,27.8,37,26.6
1996-05-28,28,44,27.5
1996-05-29,28,43,27.4
1996-05-30,24.6,56,25.3
1996-05-31,30.9,38,29.7
1996-06-01,32.5,32,30.4
1996-06-02,27.4,54,27.8
1996-06-03,23.4,63,24.6
1996-06-04,28.3,35,26.9
1996-06-05,29.5,29,27.3
1996-06-06,28.8,32,27
1996-06-07,23.4,67,24.9
1996-06-08,30.9,35,29.4
1996-06-09,28,65,29.4
1996-06-10,20.6,89,23.6
1996-06-11,25.8,58,26.6
1996-06-12,27.9,52,28.1
1996-06-13,29,52,29.2
1996-06-14,26,53,26.4
1996-06-15,28.1,53,28.5
1996-06-16,27.6,57,28.3
1996-06-17,22.4,88,25.4
1996-06-18,25.4,44,25
1996-06-19,27.6,49,27.6
1996-06-20,22.6,77,24.8
1996-06-21,25.7,67,27.2
1996-06-22,25.6,60,26.5
1996-06-23,26.5,59,27.4
1996-06-24,21.8,88,24.8
1996-06-25,25.4,54,25.9
1996-06-26,26.7,61,27.7
1996-06-27,21,92,24.2
1996-06-28,21.8,91,25
1996-06-29,23.7,92,27
1996-06-30,22.1,89,25.1
1996-07-01,27.5,63,28.7
1996-07-02,24.8,78,27.1
1996-07-03,28.1,57,28.8
1996-07-04,23.8,87,26.7
1996-07-05,28.9,39,27.9
1996-07-06,24,75,26.1
1996-07-07,27.8,41,27
1996-07-08,27.8,37,26.6
1996-07-09,28.8,36,27.5
1996-07-10,27.8,42,27.1
1996-07-11,28.1,41,27.3
1996-07-12,28.3,44,27.8
1996-07-13,26.1,78,28.4
1996-07-14,26,62,27.1
1996-07-15,25.5,84,28.3
1996-07-16,23.3,90,26.4
1996-07-17,26.8,83,29.5
1996-07-18,33.5,43,32.7
1996-07-19,31,60,31.9
1996-07-20,25.3,89,28.4
1996-07-21,27.2,82,29.9
1996-07-22,25.4,77,27.7
1996-07-23,30.2,55,30.7
1996-07-24,28.7,70,30.5
1996-07-25,30,54,30.4
1996-07-26,26.7,86,29.6
1996-07-27,26.1,85,29
1996-07-28,28.8,74,30.9
1996-07-29,31.2,59,32.1
1996-07-30,30.7,50,30.7
1996-07-31,32.2,60,33.2
1996-08-01,35,40,33.8
1996-08-02,33.3,55,33.8
1996-08-03,33.6,50,33.6
1996-08-04,31,63,32.2
1996-08-05,32.2,44,31.6
1996-08-06,31.7,53,32
1996-08-07,29.3,67,30.8
1996-08-08,29.8,67,31.3
1996-08-09,31.5,60,32.4
1996-08-10,30.4,65,31.8
1996-08-11,32.2,57,32.9
1996-08-12,31.3,56,31.9
1996-08-13,31,57,31.7
1996-08-14,32.4,60,33.4
1996-08-15,28.8,57,29.5
1996-08-16,29.1,60,30.1
1996-08-17,30.6,55,31.1
1996-08-18,32.2,42,31.3
1996-08-19,32.8,41,31.8
1996-08-20,32.2,54,32.6
1996-08-21,32.1,49,32
1996-08-22,29.2,68,30.8
1996-08-23,25.2,70,26.9
1996-08-24,28.3,32,26.5
1996-08-25,20.7,78,22.9
1996-08-26,19.9,91,23
1996-08-27,20.5,85,23.2
1996-08-28,22.5,69,24.2
1996-08-29,27.4,49,27.4
1996-08-30,23.6,58,24.4
1996-08-31,28,42,27.3
1996-09-01,29,34,27.4
1996-09-02,30.2,24,27.3
1996-09-03,28.4,53,28.7
1996-09-04,25.4,55,25.9
1996-09-05,23.9,56,24.5
1996-09-06,27.2,40,26.4
1996-09-07,29,31,27.1
1996-09-08,28,38,26.9
1996-09-09,26.8,46,26.6
1996-09-10,27.5,37,26.4
1996-09-11,28.8,39,27.8
1996-09-12,27.6,39,26.6
1996-09-13,27.2,47,27
1996-09-14,28.4,45,28
1996-09-15,30,43,29.3
1996-09-16,27.5,42,26.9
1996-09-17,25.5,51,25.7
1996-09-18,27,50,27.1
1996-09-19,25.4,44,25
1996-09-20,19.9,85,22.6
1996-09-21,25.1,22,22.4
1996-09-22,25.9,39,25
1996-09-23,26.5,47,26.3
1996-09-24,26.8,43,26.3
1996-09-25,28.4,26,25.9
1996-09-26,23.8,67,25.3
1996-09-27,26.7,28,24.6
1996-09-28,20.6,47,20.7
1996-09-29,26.2,38,25.2
1996-09-30,27.3,33,25.7
1996-10-01,,,
1996-10-02,,,
1996-10-03,,,
1996-10-04,,,
1996-10-05,,,
1996-10-06,,,
1996-10-07,,,
1996-10-08,8.2,4.7,7.8
1996-10-09,,,
1996-10-10,8.6,5.4,8
1996-10-11,9.7,4.3,9.6
1996-10-12,,,
1996-10-13,,,
1996-10-14,,,
1996-10-15,9.7,13.3,7.8
1996-10-16,6,5.4,5.1
1996-10-17,7.7,5.4,7
1996-10-18,8.9,3.6,9
1996-10-19,9.6,4.3,9.5
1996-10-20,9.8,6.1,9.2
1996-10-21,,,
1996-10-22,,,
1996-10-23,,,
1996-10-24,,,
1996-10-25,7.7,18.7,4.6
1996-10-26,2.6,24.1,-2.5
1996-10-27,0.6,6.5,-1.5
1996-10-28,4.8,5.4,3.7
1996-10-29,,,
1996-10-30,,,
1996-10-31,,,
1996-11-01,,,
1996-11-02,7.9,6.5,6.9
1996-11-03,5,5.4,3.9
1996-11-04,7.4,7.9,6
1996-11-05,,,
1996-11-06,3.3,10.8,0.4
1996-11-07,4,9.7,1.5
1996-11-08,4.7,6.5,3.2
1996-11-09,8.3,11.9,6.3
1996-11-10,6.7,6.1,5.6
1996-11-11,8.2,5.4,7.6
1996-11-12,6,13.3,3.2
1996-11-13,3.1,19.1,-1.2
1996-11-14,2.2,13.3,-1.4
1996-11-15,-0.1,13.3,-4.2
1996-11-16,-1.2,9.7,-4.7
1996-11-17,1,4.3,-0.1
1996-11-18,1.5,9,-1.3
1996-11-19,0.7,5.4,-1
1996-11-20,5.2,8.3,3.3
1996-11-21,1.6,11.5,-1.8
1996-11-22,-0.6,3.6,-1.5
1996-11-23,0.7,7.2,-1.7
1996-11-24,3,4.7,1.9
1996-11-25,1,6.5,-1.1
1996-11-26,5.8,9,3.8
1996-11-27,-3.4,11.9,-7.9
1996-11-28,-5.4,7.2,-8.8
1996-11-29,-2.1,10.8,-6
1996-11-30,-8,13.3,-13.9
1996-12-01,-10.2,22.3,-18.6
1996-12-02,-8.8,7.2,-12.7
1996-12-03,-5.1,7.9,-8.7
1996-12-04,2.3,11.9,-1
1996-12-05,-6.6,19.8,-13.5
1996-12-06,-8.5,13.7,-14.6
1996-12-07,-6.8,7.2,-10.4
1996-12-08,-2.1,14.4,-6.9
1996-12-09,2.1,6.5,0.2
1996-12-10,1.3,4.7,0
1996-12-11,1.5,6.1,-0.3
1996-12-12,-2.3,5.4,-4.4
1996-12-13,1.2,7.9,-1.3
1996-12-14,4.3,6.1,2.9
1996-12-15,3.6,7.9,1.5
1996-12-16,4.9,5.4,3.8
1996-12-17,-3.6,19.8,-9.8
1996-12-18,-7.3,19.1,-14.3
1996-12-19,-4.3,6.5,-7.2
1996-12-20,-6,7.2,-9.5
1996-12-21,0,6.1,-2.1
1996-12-22,-1.3,19.8,-6.9
1996-12-23,-5.4,12.6,-10.5
1996-12-24,-0.6,7.2,-3.2
1996-12-25,-0.2,10.1,-3.6
1996-12-26,-2.7,3.6,-3.8
1996-12-27,-1.3,7.2,-4
1996-12-28,-0.2,12.6,-4.2
1996-12-29,-1.5,6.5,-4
1996-12-30,-1,4.7,-2.6
1996-12-31,0.3,6.5,-1.9
,,,
1997-05-01,21.3,19,18.8
1997-05-02,22.9,31,21.5
1997-05-03,25.8,38,24.8
1997-05-04,18,81,20.4
1997-05-05,27.4,22,24.5
1997-05-06,18.9,88,21.7
1997-05-07,21.1,88,24
1997-05-08,15.6,57,16.5
1997-05-09,18,46,18.1
1997-05-10,21,26,19.2
1997-05-11,24.6,41,24
1997-05-12,20.7,59,21.6
1997-05-13,17.2,88,20
1997-05-14,16.8,80,19.2
1997-05-15,22.6,70,24.3
1997-05-16,20.7,40,20.2
1997-05-17,21.6,41,21.1
1997-05-18,22.5,49,22.6
1997-05-19,19,54,19.6
1997-05-20,17.4,40,17.1
1997-05-21,20,50,20.3
1997-05-22,22.3,32,21
1997-05-23,18.6,51,19
1997-05-24,18.5,45,18.5
1997-05-25,21.9,41,21.4
1997-05-26,23.3,39,22.5
1997-05-27,24.3,41,23.7
1997-05-28,21.2,51,21.6
1997-05-29,18.8,78,21
1997-05-30,18.3,85,21
1997-05-31,24.6,42,24.1
1997-06-01,26.4,44,26
1997-06-02,21,39,20.4
1997-06-03,23.4,40,22.8
1997-06-04,24.9,36,23.8
1997-06-05,20.1,70,21.8
1997-06-06,27.2,32,25.5
1997-06-07,28.4,45,28
1997-06-08,25.1,68,26.7
1997-06-09,26.7,39,25.8
1997-06-10,28.2,28,26
1997-06-11,28.6,38,27.5
1997-06-12,26.8,47,26.7
1997-06-13,30.2,38,29
1997-06-14,31.4,37,30.1
1997-06-15,32.1,46,31.7
1997-06-16,31.9,39,30.7
1997-06-17,33.4,32,31.3
1997-06-18,34.3,38,32.9
1997-06-19,30.7,51,30.8
1997-06-20,25.9,62,27
1997-06-21,28.3,52,28.6
1997-06-22,26.2,60,27.2
1997-06-23,30.9,45,30.4
1997-06-24,30.6,46,30.2
1997-06-25,22.7,81,25.2
1997-06-26,24.9,77,27.1
1997-06-27,23.4,90,26.5
1997-06-28,32.2,47,31.9
1997-06-29,31.7,61,32.7
1997-06-30,30.8,48,30.6
1997-07-01,23.3,93,26.6
1997-07-02,28.5,70,30.3
1997-07-03,25.6,89,28.7
1997-07-04,24.8,86,27.7
1997-07-05,23.6,72,25.5
1997-07-06,22.4,80,24.8
1997-07-07,26.4,70,28.1
1997-07-08,28.6,55,29.1
1997-07-09,29.1,64,30.4
1997-07-10,31.1,59,31.9
1997-07-11,32.1,46,31.7
1997-07-12,25.2,76,27.4
1997-07-13,30.4,58,31.2
1997-07-14,29,73,31
1997-07-15,24.4,91,27.6
1997-07-16,28.7,80,31.3
1997-07-17,29.6,66,31.1
1997-07-18,29.9,68,31.5
1997-07-19,31.4,63,32.6
1997-07-20,31.4,70,33.2
1997-07-21,30.8,73,32.8
1997-07-22,32.7,66,34.2
1997-07-23,34.2,64,35.5
1997-07-24,32.4,72,34.4
1997-07-25,32.1,74,34.3
1997-07-26,34.9,36,33.2
1997-07-27,33.4,52,33.6
1997-07-28,32.9,57,33.6
1997-07-29,32.8,62,34
1997-07-30,30.9,72,32.9
1997-07-31,31.8,68,33.4
1997-08-01,33.2,59,34.1
1997-08-02,30.7,58,31.5
1997-08-03,27.2,88,30.3
1997-08-04,22.4,93,25.7
1997-08-05,30.8,53,31.1
1997-08-06,32.2,48,32
1997-08-07,32,47,31.7
1997-08-08,33,56,33.6
1997-08-09,32.6,50,32.6
1997-08-10,30.6,53,30.9
1997-08-11,30.1,57,30.8
1997-08-12,31.7,43,31
1997-08-13,32.3,41,31.3
1997-08-14,31.7,46,31.3
1997-08-15,31.6,48,31.4
1997-08-16,31.3,43,30.6
1997-08-17,32,44,31.4
1997-08-18,31.5,59,32.4
1997-08-19,27.8,78,30.2
1997-08-20,32.5,53,32.8
1997-08-21,27.7,72,29.6
1997-08-22,29.3,43,28.6
1997-08-23,30.6,51,30.7
1997-08-24,31.7,48,31.5
1997-08-25,29.3,60,30.3
1997-08-26,28.6,66,30.1
1997-08-27,31,45,30.5
1997-08-28,29.8,47,29.6
1997-08-29,30.4,51,30.5
1997-08-30,30.4,59,31.3
1997-08-31,29.6,70,31.4
1997-09-01,30.5,62,31.6
1997-09-02,25.4,88,28.4
1997-09-03,27.1,45,26.8
1997-09-04,29.1,41,28.3
1997-09-05,29.7,34,28.1
1997-09-06,30.4,40,29.4
1997-09-07,30.9,40,29.9
1997-09-08,31.1,41,30.2
1997-09-09,29.7,46,29.3
1997-09-10,26.3,70,28
1997-09-11,27.3,45,26.9
1997-09-12,21.9,62,23
1997-09-13,22.1,55,22.7
1997-09-14,24.7,36,23.6
1997-09-15,23.7,35,22.6
1997-09-16,21.5,59,22.4
1997-09-17,24.7,37,23.7
1997-09-18,22.4,40,21.8
1997-09-19,24,26,21.9
1997-09-20,22.1,51,22.4
1997-09-21,21.9,27,20.1
1997-09-22,24.7,23,22.2
1997-09-23,23.1,39,22.4
1997-09-24,23,35,21.9
1997-09-25,16.2,79,18.5
1997-09-26,16,88,18.8
1997-09-27,21.1,42,20.7
1997-09-28,21.3,35,20.3
1997-09-29,23.7,30,22.1
1997-09-30,24.7,33,23.3
1997-11-21,7.7,7.9,6.3
1997-11-22,9.1,9,7.7
1997-11-23,5.5,4.7,4.8
,,,
,,,
,,,
1998-03-27,6.5,10.8,4.3
1998-03-28,4.5,3.6,4.2
1998-05-01,21.6,81,24.1
1998-05-02,20.8,85,23.5
1998-05-03,23.2,25,21.1
1998-05-04,24.4,24,22.1
1998-05-05,25.8,37,24.7
1998-05-06,26.6,31,24.9
1998-05-07,21.9,54,22.4
1998-05-08,22.9,33,21.6
1998-05-09,22.2,30,20.7
1998-05-10,20.1,49,20.4
1998-05-11,15.9,63,17.2
1998-05-12,15.9,69,17.5
1998-05-13,22.8,42,22.3
1998-05-14,26.9,36,25.7
1998-05-15,27.8,20,24.5
1998-05-16,15.7,89,18.6
1998-05-17,18.2,69,19.8
1998-05-18,21.2,61,22.3
1998-05-19,26.6,40,25.8
1998-05-20,27.7,36,26.4
1998-05-21,28.9,36,27.6
1998-05-22,27.8,41,27
1998-05-23,28.7,43,28.1
1998-05-24,21.2,71,23
1998-05-25,23.8,27,21.8
1998-05-26,24.2,36,23.2
1998-05-27,27.3,27,25
1998-05-28,27,32,25.3
1998-05-29,22.4,56,23.1
1998-05-30,24.3,21,21.6
1998-05-31,23.1,29,21.4
1998-06-01,23.2,42,22.7
1998-06-02,17.8,78,20
1998-06-03,16.4,80,18.7
1998-06-04,18.5,61,19.6
1998-06-05,17.8,65,19.2
1998-06-06,21,49,21.2
1998-06-07,24.1,45,23.9
1998-06-08,23,48,23.1
1998-06-09,27.2,40,26.4
1998-06-10,28.8,42,28.1
1998-06-11,28.6,43,28
1998-06-12,29.4,43,28.8
1998-06-13,22.2,57,23
1998-06-14,26.7,36,25.5
1998-06-15,26,46,25.8
1998-06-16,26.5,49,26.5
1998-06-17,29.7,38,28.5
1998-06-18,27,59,27.8
1998-06-19,25.7,58,26.5
1998-06-20,28.4,45,28
1998-06-21,30.4,38,29.2
1998-06-22,31.1,36,29.6
1998-06-23,30.2,30,28.1
1998-06-24,30.5,51,30.6
1998-06-25,23.5,78,25.8
1998-06-26,22.2,86,25
1998-06-27,27.4,55,27.9
1998-06-28,28.1,60,29.1
1998-06-29,30.9,49,30.8
1998-06-30,28.4,68,30
1998-07-01,23.1,88,26.1
1998-07-02,22.5,90,25.6
1998-07-03,26.1,66,27.5
1998-07-04,29.5,55,30
1998-07-05,30,50,30
1998-07-06,29.5,65,30.8
1998-07-07,28.7,65,30.1
1998-07-08,25.6,83,28.3
1998-07-09,24.4,90,27.6
1998-07-10,24.4,90,27.6
1998-07-11,27.9,71,29.7
1998-07-12,29.9,58,30.7
1998-07-13,28.9,54,29.3
1998-07-14,29.5,58,30.3
1998-07-15,26.3,73,28.3
1998-07-16,25.6,63,26.8
1998-07-17,30.2,47,29.9
1998-07-18,28.7,59,29.6
1998-07-19,22.1,91,25.3
1998-07-20,29.4,59,30.3
1998-07-21,29.3,63,30.5
1998-07-22,29.3,59,30.2
1998-07-23,30.2,56,30.8
1998-07-24,29.1,55,29.6
1998-07-25,29.8,56,30.4
1998-07-26,28.6,62,29.7
1998-07-27,30.3,54,30.7
1998-07-28,31.8,52,32
1998-07-29,31.3,53,31.6
1998-07-30,30.7,59,31.6
1998-07-31,26.2,83,28.9
1998-08-01,27.6,70,29.4
1998-08-02,30.9,55,31.4
1998-08-03,28.2,82,30.9
1998-08-04,28.9,71,30.7
1998-08-05,28.4,83,31.2
1998-08-06,26.4,87,29.4
1998-08-07,29.7,68,31.3
1998-08-08,24.8,90,28
1998-08-09,29,66,30.4
1998-08-10,24.8,84,27.6
1998-08-11,28.1,79,30.6
1998-08-12,28,63,29.2
1998-08-13,29.5,66,31
1998-08-14,30.2,59,31.1
1998-08-15,25.6,81,28.1
1998-08-16,30.3,56,30.9
1998-08-17,27.8,65,29.2
1998-08-18,28.9,66,30.4
1998-08-19,28.7,58,29.5
1998-08-20,29.9,44,29.3
1998-08-21,29.1,48,29
1998-08-22,30.2,50,30.2
1998-08-23,27.6,65,29
1998-08-24,25.6,62,26.7
1998-08-25,28.2,52,28.5
1998-08-26,28.7,51,28.8
1998-08-27,24.5,72,26.4
1998-08-28,28.1,54,28.5
1998-08-29,26.9,58,27.7
1998-08-30,28.2,53,28.5
1998-08-31,28.2,54,28.6
1998-09-01,25.4,70,27.1
1998-09-02,27.7,48,27.6
1998-09-03,29,41,28.2
1998-09-04,28,54,28.4
1998-09-05,25.4,65,26.8
1998-09-06,28.2,57,28.9
1998-09-07,30.2,45,29.8
1998-09-08,30.2,50,30.2
1998-09-09,31.2,45,30.7
1998-09-10,32.4,53,32.7
1998-09-11,31.6,42,30.8
1998-09-12,32.6,52,32.8
1998-09-13,31.5,52,31.7
1998-09-14,28.7,59,29.6
1998-09-15,24.8,84,27.6
1998-09-16,26.4,35,25.1
1998-09-17,27.6,33,26
1998-09-18,28.6,39,27.6
1998-09-19,30.1,46,29.8
1998-09-20,31.3,55,31.8
1998-09-21,23.3,91,26.5
1998-09-22,26,41,25.3
1998-09-23,23.2,55,23.8
1998-09-24,23.4,60,24.4
1998-09-25,25.5,54,25.9
1998-09-26,26.4,39,25.5
1998-09-27,27.1,50,27.2
1998-09-28,25,54,25.5
1998-09-29,20.6,68,22.2
1998-09-30,18.2,85,20.9
,,,
,,,
1999-03-27,6.7,4.7,6.1
1999-03-28,,,
1999-03-29,,,
1999-03-30,,,
1999-03-31,,,
1999-04-01,8.5,15.5,6
1999-05-01,19.5,53,20.1
1999-05-02,20.8,47,20.9
1999-05-03,15.8,91,18.8
1999-05-04,23.7,32,22.3
1999-05-05,21.7,42,21.3
1999-05-06,20.8,39,20.2
1999-05-07,20.9,54,21.5
1999-05-08,21.7,50,22
1999-05-09,22,46,21.9
1999-05-10,23.3,41,22.8
1999-05-11,23,50,23.2
1999-05-12,23.5,24,21.2
1999-05-13,24.7,41,24.1
1999-05-14,24.6,38,23.7
1999-05-15,16.8,86,19.5
1999-05-16,25.6,39,24.7
1999-05-17,27.7,34,26.2
1999-05-18,20.2,55,20.8
1999-05-19,13,91,15.9
1999-05-20,21.5,46,21.4
1999-05-21,26.3,25,23.9
1999-05-22,26.3,35,25
1999-05-23,26.8,42,26.2
1999-05-24,18.1,92,21.2
1999-05-25,18.9,60,19.9
1999-05-26,17.1,80,19.4
1999-05-27,15.3,91,18.3
1999-05-28,21,41,20.6
1999-05-29,22.8,32,21.5
1999-05-30,27.2,25,24.7
1999-05-31,27.5,33,25.9
1999-06-01,21,86,23.8
1999-06-02,21.3,71,23.1
1999-06-03,26.9,55,27.4
1999-06-04,29.4,43,28.8
1999-06-05,31.4,44,30.8
1999-06-06,24.9,63,26.1
1999-06-07,27.5,42,26.9
1999-06-08,29.2,29,27
1999-06-09,29.9,30,27.8
1999-06-10,26.8,49,26.8
1999-06-11,28.5,38,27.4
1999-06-12,29.4,37,28.1
1999-06-13,29.3,48,29.1
1999-06-14,31.7,34,30
1999-06-15,27.7,45,27.3
1999-06-16,21.1,60,22.1
1999-06-17,23.8,56,24.5
1999-06-18,26.8,47,26.7
1999-06-19,25.8,46,25.6
1999-06-20,25.2,55,25.7
1999-06-21,29.7,41,28.8
1999-06-22,30.2,38,29
1999-06-23,22.5,74,24.5
1999-06-24,25.1,54,25.6
1999-06-25,28.4,51,28.6
1999-06-26,30.8,55,31.3
1999-06-27,30.5,49,30.4
1999-06-28,32,46,31.6
1999-06-29,32.8,46,32.4
1999-06-30,31.1,47,30.8
1999-07-01,30,50,30
1999-07-02,29,50,29
1999-07-03,31,46,30.6
1999-07-04,30.4,53,30.7
1999-07-05,30.8,45,30.3
1999-07-06,31.7,48,31.5
1999-07-07,31.4,40,30.4
1999-07-08,29.5,59,30.4
1999-07-09,26.1,69,27.8
1999-07-10,24.1,66,25.5
1999-07-11,30,40,29
1999-07-12,28.2,50,28.2
1999-07-13,30.4,54,30.8
1999-07-14,32.6,42,31.8
1999-07-15,26.5,61,27.5
1999-07-16,27.1,66,28.5
1999-07-17,28.3,64,29.6
1999-07-18,29.4,62,30.5
1999-07-19,31.1,59,31.9
1999-07-20,34.3,43,33.5
1999-07-21,31.3,66,32.8
1999-07-22,27.5,88,30.6
1999-07-23,28.1,69,29.8
1999-07-24,29.1,61,30.1
1999-07-25,30.2,63,31.4
1999-07-26,33.2,51,33.3
1999-07-27,30.3,64,31.6
1999-07-28,27.3,74,29.4
1999-07-29,26.8,83,29.5
1999-07-30,30.8,64,32.1
1999-07-31,26.8,78,29.2
1999-08-01,24.1,88,27.1
1999-08-02,22.6,91,25.8
1999-08-03,23.7,76,25.8
1999-08-04,28.2,57,28.9
1999-08-05,31.3,39,30.2
1999-08-06,32.4,55,32.9
1999-08-07,33.1,59,34
1999-08-08,32.9,58,33.6
1999-08-09,30.7,70,32.5
1999-08-10,34.1,51,34.2
1999-08-11,32,68,33.6
1999-08-12,31.9,55,32.4
1999-08-13,32.8,48,32.6
1999-08-14,32.3,55,32.8
1999-08-15,34.1,53,34.4
1999-08-16,33.4,51,33.5
1999-08-17,34.8,50,34.7
1999-08-18,30.7,58,31.5
1999-08-19,29.5,65,30.8
1999-08-20,28.2,72,30.1
1999-08-21,27,54,27.5
1999-08-22,26.6,58,27.4
1999-08-23,30.1,44,29.5
1999-08-24,28.7,54,29.1
1999-08-25,27.2,61,28.2
1999-08-26,29,46,28.7
1999-08-27,24.8,64,26.1
1999-08-28,27.4,67,28.9
1999-08-29,27.4,65,28.7
1999-08-30,27.2,68,28.8
1999-08-31,26.9,71,28.7
1999-09-01,28.9,54,29.3
1999-09-02,31.4,42,30.6
1999-09-03,31.5,48,31.3
1999-09-04,31,47,30.7
1999-09-05,24.1,90,27.2
1999-09-06,28,65,29.4
1999-09-07,27.5,70,29.3
1999-09-08,27.7,72,29.6
1999-09-09,28.8,61,29.8
1999-09-10,29,66,30.4
1999-09-11,28.2,64,29.5
1999-09-12,30.1,55,30.6
1999-09-13,31.8,30,29.5
1999-09-14,28.5,57,29.2
1999-09-15,27.9,54,28.4
1999-09-16,29.2,49,29.1
1999-09-17,28,54,28.4
1999-09-18,20.6,93,23.8
1999-09-19,24,91,27.2
1999-09-20,17.6,90,20.6
1999-09-21,18.5,61,19.6
1999-09-22,19.7,68,21.3
1999-09-23,21,71,22.8
1999-09-24,22.9,72,24.8
1999-09-25,24.5,50,24.7
1999-09-26,26.2,36,25
1999-09-27,26.3,40,25.5
1999-09-28,28.1,57,28.8
1999-09-29,23.9,64,25.2
1999-09-30,24.2,55,24.8
1999-12-21,-6.6,10.4,-11.3
1999-12-22,-7.3,10.8,-12.3
1999-12-23,-6.8,9.7,-11.3
1999-12-24,-1.7,14.8,-6.5
1999-12-25,-4.3,11.5,-8.9
1999-12-26,-6.9,6.5,-10.2
1999-12-27,-4.1,8.3,-7.7
1999-12-28,-0.2,11.9,-4
1999-12-29,-3.4,4.7,-5.3
1999-12-30,-2.7,7.9,-5.9
1999-12-31,,,
2000-01-01,1.8,10.1,-1.2
2000-01-02,-0.3,20.2,-5.7
2000-01-03,-4.6,13,-9.6
2000-01-04,-4.4,7.2,-7.6
2000-01-05,0,13.3,-4.1
2000-01-06,-4.3,19.4,-10.6
2000-01-07,-11.8,10.8,-17.7
2000-01-08,-6.8,7.9,-10.7
2000-01-09,-5.5,10.1,-9.9
2000-01-10,-3.7,10.8,-8
2000-01-11,-6.6,7.9,-10.5
2000-01-12,2.4,12.6,-1
2000-01-13,-2.2,13,-6.7
2000-01-14,-2.2,13.7,-6.9
2000-01-15,-4.2,6.5,-7.1
2000-01-16,-2,7.9,-5.1
2000-01-17,-2.8,8.6,-6.2
2000-01-18,-4.9,11.5,-9.6
2000-01-19,-6.9,20.2,-14
2000-01-20,-11.1,16.6,-18.5
2000-01-21,-10.7,9.4,-15.9
2000-01-22,-6.2,9.4,-10.5
2000-01-23,-0.9,9.4,-4.2
2000-01-24,-6.6,16.9,-13
2000-01-25,-10,16.6,-17.1
2000-01-26,-11,12.2,-17.2
2000-01-27,-8.9,11.5,-14.4
2000-01-28,-8.1,8.3,-12.4
2000-01-29,-3.3,9.4,-7.1
2000-01-30,-7.4,22.3,-15
2000-01-31,,,
2000-02-01,-10.6,7.2,-14.8
2000-02-02,-7.8,8.6,-12.1
